id,name,alias,name_en,category,kcal,protein,fat,carb,sodium
E5800501,冷凍青花菜,"(青花菜非綠色花椰菜)青(綠)花菜,美國花菜,青花苔,花(青)菜苔,菜苔,花菜苞",Broccoli:frozen,蔬菜類,25.0,2.5,0.2,4.4,11.0
E5800601,青花菜筍,,,蔬菜類,32.0,3.0,0.5,5.1,6.0
E5810101,花椰菜乾,,Cauliflower:dried,蔬菜類,291.0,16.0,0.6,62.5,177.0
E5900101,金針菜,"萱草,金針花,金針,黃花(菜),萱花",Day-lily; Common orange Day-lily,蔬菜類,40.0,2.4,0.5,7.4,2.0
E5910101,金針菜乾,"萱草,金針花,金針,黃花(菜),萱花",Dried day-lily; dried common orange Day-lily,蔬菜類,307.0,14.3,1.8,65.4,1485.0
E6010101,洛神花乾,"玫瑰茄,洛神葵,洛神果,洛濟葵",,蔬菜類,306.0,9.0,0.6,71.2,17.0
E6100101,絲瓜花,菜瓜花,Vegetable sponge flower,蔬菜類,31.0,3.9,0.3,4.8,6.0
E62001,冬瓜平均值,"白瓜,東瓜,枕瓜,水芝,地芝",Wax gourd; White gourd; Ash gourd; Chinese waterme,蔬菜類,11.0,0.4,0.1,2.4,2.0
E6200101,冬瓜,"白瓜,東瓜,枕瓜,水芝,地芝",Wax gourd; White gourd; winter melon,蔬菜類,13.0,0.4,0.1,2.7,3.0
E6200102,香芋冬瓜,"白瓜,東瓜,枕瓜,水芝,地芝",Wax gourd; White gourd; winter melon,蔬菜類,9.0,0.4,0.0,2.0,1.0
E6200103,冬瓜(2022年取樣),"白瓜,東瓜,枕瓜,水芝,地芝",Wax gourd; White gourd; winter melon,蔬菜類,21.0,0.4,0.0,5.1,0.0
E63001,南瓜平均值,"金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",Pumkin; Chinese squash; Cashaw,蔬菜類,74.0,1.9,0.2,17.3,1.0
E6300101,日本南瓜,"金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",Pumpkin;,蔬菜類,86.0,0.6,0.4,20.8,3.0
E6300102,台灣南瓜,"金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",Pumpkin;,蔬菜類,49.0,1.7,0.2,11.1,1.0
E6300103,栗子南瓜,"金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",Pumpkin,蔬菜類,86.0,1.4,0.2,20.7,1.0
E6300104,菊花南瓜,"金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",Pumpkin;,蔬菜類,76.0,3.8,0.1,16.8,1.0
E6400101,胡瓜,"大黃瓜,刺瓜,黃瓜,生瓜,王瓜,花瓜,黑瓜,大瓜",Cucumber,蔬菜類,14.0,0.7,0.1,2.9,3.0
E6400201,花胡瓜(有機),"小黃瓜,花瓜,小胡瓜,小刺瓜",Cucumber,蔬菜類,15.0,0.8,0.1,3.1,1.0
E6500101,苦瓜(白皮),"錦荔枝,癩蒲萄,涼瓜,癩瓜,紅姑娘",Bitter gourd; Balsam pear; Bitter melon,蔬菜類,19.0,0.9,0.1,4.1,3.0
E6500201,苦瓜(青皮),"錦荔枝,癩蒲萄,涼瓜,癩瓜,紅姑娘",Bitter gourd; Balsam pear ; Bitter melon,蔬菜類,20.0,0.9,0.1,4.2,1.0
E6500301,珍珠苦瓜,"錦荔枝,癩蒲萄,涼瓜,癩瓜,紅姑娘(青苦瓜)",Bitter gourd; Balsam pear ; Bitter melon,蔬菜類,19.0,0.7,0.1,4.2,0.0
E6500401,野苦瓜,"山苦瓜,青小苦瓜,小苦瓜,野生苦瓜,短苦瓜,野癩瓜",Bitter gourd; Balsam pear;  Bitter melon,蔬菜類,30.0,1.7,0.6,5.3,6.0
E6600101,隼人瓜,"梨瓜,壽瓜,合掌瓜,安南瓜,香瓜仔,拳頭瓜,佛掌瓜、香圓瓜,香櫞瓜,佛手瓜,瓦瓜",chayote,蔬菜類,23.0,0.7,0.1,5.2,6.0
E6600102,隼人瓜(2023年取樣),"梨瓜,壽瓜,合掌瓜,安南瓜,香瓜仔,拳頭瓜,佛掌瓜、香圓瓜,香櫞瓜,佛手瓜,瓦瓜",Chayote,蔬菜類,22.0,0.7,0.2,4.5,0.0
E6700101,白皮蛇瓜,"蛇王瓜,毛烏瓜",Snake gourd;,蔬菜類,19.0,1.4,0.3,3.2,22.0
E6700201,綠皮蛇瓜,"蛇王瓜,毛烏瓜",Snake gourd;,蔬菜類,32.0,1.9,0.6,5.6,10.0
E6800101,絲瓜,"菜瓜,布瓜,蠻瓜,天絲瓜,水瓜,天羅,天絡,仙人拐,魚鰦",Sponge gourd; Smooth loofah; dishcloth gourd,蔬菜類,19.0,1.1,0.1,3.9,0.0
E6800201,稜角絲瓜,"澎湖絲瓜,十角絲瓜,十捻菜瓜,角瓜,廣東絲瓜,雨傘絲瓜,金門絲瓜,香港絲瓜",Angled luffa;,蔬菜類,20.0,0.9,0.2,4.1,5.0
E6900101,越瓜,"醃瓜,菴瓜,梢瓜,酥瓜,甜瓜,羊角瓜,稍瓜,生瓜,白瓜,青瓜,百香胡瓜",Oriental pickling melon,蔬菜類,18.0,0.6,0.1,4.1,2.0
E70001,蒲瓜平均值,"扁蒲,蒲仔,瓠子(瓜/餔),匏仔(瓜),葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",Bottle(hairy) gourd;White flowered gourd; Calabash,蔬菜類,18.0,0.5,0.1,4.0,1.0
E7000101,蒲瓜(長形),"扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",,蔬菜類,19.0,0.5,0.1,4.2,2.0
E7000102,蒲瓜(圓形),"扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",Bottle(hairy) gourd;White flowered gourd; Calabash,蔬菜類,18.0,0.6,0.1,4.0,0.0
E7000201,花蒲瓜(圓形),"扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",Calabash gourd,蔬菜類,15.0,0.3,0.0,3.5,0.0
E7000301,葫蘆瓜,"扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",white-flowered gourd.;Lagenaria vulgaris Ser.,蔬菜類,20.0,0.5,0.3,4.1,0.0
E7100101,黃櫛瓜,,Zucchini,蔬菜類,15.0,1.5,0.1,2.7,0.0
E7100201,綠櫛瓜,,Zucchini,蔬菜類,13.0,2.2,0.0,1.8,0.0
E7210101,枸杞乾,"枸杞,地骨子,甘杞,杞子,枸忌,苦杞,血杞,天精子",,蔬菜類,347.0,12.3,1.3,77.8,521.0
E7300101,長茄子,"茄,茄仔,紅皮菜,紅茄(菜),紅茄仔,落蘇,崑崙瓜,紫瓜,酪酥,小蓏,長茄",Eggplant,蔬菜類,25.0,1.2,0.2,5.3,2.0
E7300201,圓茄子,"日本茄子,迷你茄",Eggplant,蔬菜類,21.0,1.0,0.0,4.5,2.0
E74001,大番茄平均值(紅色系),"柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,19.0,0.8,0.1,4.1,2.0
E7400101,牛番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,19.0,0.7,0.1,4.0,2.0
E7400102,紅番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,20.0,0.9,0.0,4.4,2.0
E7400103,桃太郎番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,17.0,0.7,0.0,4.0,3.0
E7400201,黃番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,23.0,0.9,0.0,5.3,3.0
E74003,大番茄平均值(綠色系),"柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,22.0,0.7,0.1,5.0,3.0
E7400301,粉柿番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果(粉柿仔)",Tomato,蔬菜類,18.0,0.8,0.0,4.0,2.0
E7400302,黑柿番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,23.0,0.4,0.1,5.6,1.0
E7400303,綠番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,25.0,0.9,0.1,5.4,6.0
E74004,小番茄平均值(紅色系),"柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,33.0,0.9,0.2,7.4,6.0
E7400401,聖女小番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,34.0,1.1,0.5,6.9,10.0
E7400402,試交二號小番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,30.0,0.7,0.0,7.2,3.0
E7400403,櫻桃小番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,34.0,0.9,0.1,8.1,6.0
E7400501,黃金小蕃茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,31.0,0.8,0.2,6.8,3.0
E74006,小番茄平均值(橙色系),"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",,蔬菜類,31.0,1.1,0.2,6.9,4.0
E7400601,金女小番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,30.0,1.1,0.1,6.6,4.0
E7400602,黃金聖女小番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,31.0,1.0,0.1,7.0,3.0
E7400603,橙蕃茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,蔬菜類,32.0,1.2,0.2,7.0,3.0
E7400701,香瓜茄,"香瓜梨,南美香瓜梨",Pepino; Melon pear,蔬菜類,26.0,0.4,0.1,6.2,3.0
E75001,甜椒平均值(青皮),"青椒,(甜)番椒,青辣椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒",Sweet pepper; Bell pepper,蔬菜類,29.0,1.0,0.4,5.9,2.0
E7500101,甜椒(青皮),"甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(青椒,青辣椒)",Sweet pepper; Bell pepper,蔬菜類,23.0,0.8,0.3,4.9,4.0
E7500102,小甜椒(青皮),"甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(青椒,青辣椒)",Sweet pepper; Bell pepper,蔬菜類,35.0,1.4,0.5,6.8,0.0
E7500103,高山甜椒(青皮),"甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(青椒,青辣椒)",Sweet pepper; Bell pepper,蔬菜類,30.0,0.9,0.6,6.0,2.0
E7500201,甜椒(紅皮),"甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(紅椒,紅番(辣)椒,紅色大唐)",Sweet pepper; Bell pepper,蔬菜類,33.0,0.8,0.5,7.1,1.0
E7500301,甜椒(黃皮),"甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒",Sweet pepper; Bell pepper,蔬菜類,28.0,0.8,0.3,6.0,1.0
E7500401,甜椒(橙皮),"甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒",Sweet pepper; Bell pepper,蔬菜類,35.0,0.9,0.3,7.7,2.0
E75005,青辣椒平均值,"辣椒,番椒,番仔薑,臘椒(牛角辣椒,羊角辣椒,長辣(番)椒,青辣椒)",Hot pepper; Long pepper; Pepper,蔬菜類,33.0,1.3,0.3,6.9,2.0
E7500501,角椒,"辣椒,番椒,番仔薑,臘椒",Hot pepper; Long pepper; Pepper,蔬菜類,22.0,0.9,0.2,4.7,2.0
E7500502,長辣椒(青皮),"辣椒,番椒,番仔薑,臘椒",Hot pepper; Long pepper; Pepper,蔬菜類,49.0,1.9,0.4,10.3,3.0
E7500503,糯米椒,"辣椒,番椒,番仔薑,臘椒(伏見甘長辣椒)",Hot pepper; Long pepper; Pepper,蔬菜類,28.0,1.2,0.3,5.6,1.0
E75006,紅辣椒平均值,"辣椒,番椒,番仔薑,牛角辣椒,羊角辣椒,長辣(番)椒,紅辣椒,臘椒",Hot pepper; Long pepper; Pepper,蔬菜類,80.0,3.6,0.9,16.4,6.0
E7500601,長辣椒(紅皮),"辣椒,番椒,番仔薑,臘椒",Hot pepper; Long pepper; Pepper,蔬菜類,48.0,2.4,0.7,9.3,14.0
E7500602,朝天椒(長果),"辣椒,番椒,番仔薑,臘椒,指(向)天椒,赤穗生番椒,叢果番椒,海椒",Hot pepper;  Pepper; Red cluster pepper,蔬菜類,90.0,3.4,1.3,17.9,3.0
E7500603,朝天椒(圓果),"辣椒,番椒,番仔薑,臘椒,指(向)天椒,赤穗生番椒,叢果番椒,海椒(雞心椒)",Hot pepper; Long pepper; Pepper,蔬菜類,103.0,4.9,0.5,21.9,2.0
E7510101,乾長辣椒(紅皮),"辣椒,番椒,番仔薑,臘椒",Hot pepper; Long pepper; Pepper,蔬菜類,382.0,19.9,17.2,47.6,40.0
E7600101,黃秋葵,"秋葵,羊角豆,黃蜀葵,食香槿,假三念,黃葵",okra， okro， bamia， bamies， bamya， gumbo,蔬菜類,36.0,2.1,0.1,7.5,9.0
E7700101,青花菜芽,"青花椰苗,青花菜苗,花菜苔芽",Broccoli Sprouts,蔬菜類,35.0,2.8,1.0,4.9,1.0
E7700201,苜蓿芽,苜蓿嬰,Alfalfa sprout:organic,蔬菜類,20.0,3.2,0.2,2.5,65.0
E7700301,紫甘藍芽,,,蔬菜類,32.0,0.2,0.7,6.6,2.0
E7700401,黃豆芽,大豆芽,Soybean sprout:organic,蔬菜類,47.0,5.3,1.6,5.0,7.0
E7700402,"黃豆芽(有機,2023年取樣)",大豆芽,Soybean sprout:organic,蔬菜類,41.0,5.1,1.0,5.0,2.0
E7700501,黑豆芽,,Black bean sprout:organic,蔬菜類,52.0,6.6,1.1,6.4,3.0
E7700601,葵花芽,,Sunflower sprout:organic,蔬菜類,26.0,2.5,0.4,4.3,1.0
E7700701,綠豆芽,"豆芽菜,豆菜,綠豆菜",Mung bean sprout; bean sprout; Green gram,蔬菜類,24.0,2.3,0.2,4.1,16.0
E7700801,豌豆芽,"豌豆嬰,荷蘭豆芽(嬰)",Pea sprouts,蔬菜類,25.0,4.0,0.4,2.9,2.0
E7700901,蕎麥芽,"烏麥芽,花蕎芽,荍麥芽",Buckwheat sprout :Organic,蔬菜類,20.0,1.9,0.2,3.4,4.0
E7701001,蘿蔔芽,"蘿蔔嬰,菜頭嬰(苗/芽),菜頭苗,貝芽菜","Radish sprout, Chinese radish sprout:Organic",蔬菜類,24.0,2.1,0.4,3.9,7.0
E8700101,山蘇菜,"山蘇花,鳥巢蕨,山翅菜,雀(鳥)巢羊齒,歪頭 菜,巢鐵角蕨,掌草",Asplenium antiguum Mak.,蔬菜類,26.0,3.0,0.2,4.4,5.0
E8800101,火炭母草,"川七,清飯藤,冷飯藤,雞糞(屎)藤,烏炭子",Notoginseng Radix,蔬菜類,12.0,1.6,0.4,1.2,26.0
E8900101,石蓮花,蓮座草,,蔬菜類,11.0,0.4,0.1,2.2,40.0
E9000101,青葙,"野雞冠,雞冠莧,筆雞冠,草決明",Amarnthus argenta L.,蔬菜類,50.0,2.5,1.6,7.7,44.0
E9100101,假人蔘,"土人參,參仔葉(草),土高麗參,臺灣(野)參,櫨蘭,東洋參,參草",,蔬菜類,32.0,1.6,2.2,2.2,17.0
E9200101,野苦瓜嫩梢,,,蔬菜類,77.0,5.7,1.7,12.2,16.0
E9300101,過溝菜蕨,"過貓(溝),過貓(溝)菜,蕨山貓,食用雙囊蕨",Common bracken,蔬菜類,27.0,3.1,0.8,3.2,6.0
E9400101,蔘鬚,,,蔬菜類,330.0,7.0,1.8,76.2,32.0
E9500101,龍骨瓣莕菜,"水蓮菜,野蓮,銀蓮花,水皮蓮,刺種莕菜,捲瓣莕菜",White water snowflake,蔬菜類,17.0,1.1,0.3,3.1,111.0
E9600101,薄荷,"仁丹草,升陽藥,南薄荷,夜息花,野薄荷,新卜荷",Mint; Unicorn leather jacket,蔬菜類,55.0,3.1,0.6,10.9,14.0
E9700101,蕺菜,"魚腥草,臭腥草,臭臊草,臭瘥草,手藥",,蔬菜類,46.0,3.2,0.9,7.7,23.0
E9800101,蘆薈,盧會,Aloe;,蔬菜類,4.0,0.1,0.4,0.2,18.0
E9900101,皇宮菜,,U.S.water spinach， ipom(o)ea， water convolvulus,蔬菜類,22.0,2.2,0.3,3.5,20.0
E9900201,香芫荽,,,蔬菜類,23.0,2.4,0.2,3.9,74.0
E9900301,荷蘭豆菜心,,Pea bud,蔬菜類,30.0,3.9,0.6,3.9,9.0
E9900401,厥子,,Fern bud,蔬菜類,23.0,2.3,0.2,3.9,3.0
E9900501,義大利茼蒿,,,蔬菜類,15.0,1.6,0.4,1.9,1.0
E9900601,龍延草,,,蔬菜類,79.0,3.9,2.3,12.7,22.0
E9900701,麵包果,"釋迦果,馬檳榔",Bread-fruit Tree,蔬菜類,61.0,1.0,1.8,11.2,2.0
E9900801,冰花,"冰菜,水晶冰花,冰葉日中花",Ice plant,蔬菜類,7.0,0.8,0.1,1.0,445.0
F0110101,紅毛苔,"海發菜,海髮菜,頭髮菜,紅毛菜",,藻類,265.0,39.9,1.9,36.9,209.0
F0210101,紫菜,海苔,"Laver, nori",藻類,268.0,28.1,0.9,47.9,968.0
F0210102,熟紫菜,海苔,"Laver, nori",藻類,294.0,18.1,0.4,62.4,517.0
F0310101,髮菜,"頭髮菜,紅毛菜,發菜",Black moss; Hair-like seaw,藻類,302.0,10.3,0.5,69.5,107.0
F0400101,麒麟菜,"麒麟草,海麒麟草,海珊湖,珊湖藻(草),鹹(鹽/神/福)草",,藻類,41.0,1.0,0.0,9.9,16.0
F0410101,乾麒麟菜,"乾麒麟草,乾海麒麟草,乾海珊湖,乾珊湖藻(草),乾鹹(鹽/神/福)草",,藻類,189.0,1.2,0.5,46.7,14908.0
F0500101,礁膜,海菜(澎湖人稱),,藻類,16.0,0.3,0.1,3.7,77.0
F0610101,乾海茸芯,"海海洋竹笙,乾素蹄筋",,藻類,254.0,8.4,0.2,59.1,4196.0
F07001,海帶平均值,"江白菜,昆布,海昆布",Kelp; Sea weed,藻類,19.0,0.7,0.1,4.2,216.0
F0700101,海帶卷,"江白菜卷,昆布卷,海昆布卷",Kelp; Sea weed,藻類,14.0,0.7,0.2,2.8,367.0
F0700102,海帶茸,"江白菜茸,昆布茸,海昆布茸",,藻類,29.0,1.1,0.0,6.5,208.0
F0700103,海帶梗,海帶根,,藻類,14.0,0.4,0.0,3.2,122.0
F0700104,海帶結,"江白菜結,昆布結,海昆布結",,藻類,17.0,0.8,0.1,3.6,230.0
F0700105,海帶絲,"江白菜絲,昆布絲,海昆布絲",,藻類,22.0,0.7,0.1,5.0,151.0
F0710101,乾海帶,"乾江白菜,乾昆布,乾海昆布",Kelp; Sea weed: dried,藻類,220.0,10.0,1.1,47.3,3153.0
F0800101,裙帶菜,"海帶芽,嫩海帶",,藻類,58.0,5.0,0.0,11.6,9172.0
F0810101,乾裙帶菜,"乾海帶芽,乾嫩海帶",,藻類,225.0,22.9,0.7,40.8,8085.0
F0810201,乾裙帶菜根,"乾海帶芽根,乾嫩海帶根",,藻類,201.0,6.2,0.6,46.1,10170.0
F0910101,鳳尾藻,紫晶藻,,藻類,213.0,11.7,1.3,43.9,3957.0
F1000101,葛仙米藻,"雨來菇,地木耳,地軟兒,地皮菜,草皮菇,情人的眼淚",Star jlly,藻類,24.0,1.3,0.0,5.2,14.0
F9900201,壽司海苔片,,,藻類,278.0,46.5,3.7,32.1,387.0
G0100101,木耳,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",Jew's ear; Juda's ear; Agaric,菇類,38.0,0.9,0.1,8.8,12.0
G0100201,冷凍木耳,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",Juda's ear: frozen; Agaric: frozen; Jew's ear:froz,菇類,51.0,0.9,0.1,12.4,35.0
G01101,乾木耳平均值,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",Jew's ear: dry; Juda's ear: dry; Agaric: dry,菇類,333.0,13.8,0.7,74.7,28.0
G0110101,乾木耳(紅耳仔),"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",Jew's ear: dry; Juda's ear: dry; Agaric: dry,菇類,329.0,6.1,0.2,79.8,44.0
G0110102,乾木耳(黑耳仔),"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",Jew's ear: dry; Juda's ear: dry; Agaric: dry,菇類,338.0,21.4,1.2,69.6,12.0
G0110201,乾川耳,,,菇類,336.0,9.0,0.3,79.4,18.0
G0200101,銀耳,"白木耳,雪耳",white jelly fungi,菇類,31.0,1.1,0.0,7.2,5.0
G0200201,白毛木耳,"毛木耳(白化),雪珍耳",,菇類,45.0,1.2,0.1,10.6,2.0
G0210101,乾銀耳,"白木耳,雪耳",,菇類,310.0,9.3,1.2,70.8,27.0
G0300101,草菇,"蘭花菇,美味草菇,包腳菇,中國蘑菇,稈(麻/貢)菇,南華菇,家生菇(小包腳菇)",(Paddy) Straw mushroom; Agaricus; Button mushroom; Chinese mushroom,菇類,36.0,3.8,0.3,5.9,3.0
G0400101,雞腿菇,"雞腿(蘑)菇,雞髀菇,墨水菇,一夜菇(毛頭鬼傘)",Lawyer's wig; Shappy mane mushroom; Shappy ink cap,菇類,36.0,2.1,0.1,7.5,11.0
G0410101,雞腿菇(乾),"雞腿(蘑)菇,雞髀菇,墨水菇,一夜菇(毛頭鬼傘)",Lawyer's wig; Shappy mane mushroom; Shappy ink cap,菇類,298.0,20.1,1.4,59.8,73.0
G0500101,松茸,"台灣松茸,松口蘑,大花菌,松蕈,剝皮菌(台灣松口蘑)",,菇類,36.0,3.1,0.5,5.9,1.0
G0600101,雪白菇(長),"美白菇,白精靈菇",white beech mushroom,菇類,36.0,2.1,0.4,6.9,1.0
G0700101,柳松菇,"柳松茸,茶樹菇,楊樹菇,田頭菇(柱狀田頭菇)",Poplar field-cap; brown swordbelt,菇類,36.0,3.7,0.3,6.0,0.0
G0710101,乾柳松菇,"柳松茸,茶樹菇,楊樹菇,田頭菇(柱狀田頭菇)",Poplar field-cap: dry,菇類,286.0,23.5,1.9,53.5,6.0
G08001,香菇平均值,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom; Champignon; Shiitake,菇類,39.0,3.0,0.1,7.6,1.0
G0800101,香菇(大),"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom; Champignon; Shiitake,菇類,37.0,3.0,0.2,7.1,2.0
G0800102,香菇(小),"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom; Champignon; Shiitake,菇類,26.0,2.4,0.1,4.9,1.0
G0800103,花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom; Champignon; Shiitake,菇類,52.0,3.6,0.1,10.7,2.0
G08101,乾香菇平均值,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom: dry; Champignon: dry; Shiitake: dry,菇類,321.0,20.9,1.6,64.9,9.0
G0810101,乾香菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom: dry; Champignon: dry; Shiitake: dry,菇類,333.0,23.3,1.4,66.6,15.0
G0810102,乾花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom: dry; Champignon: dry; Shiitake: dry,菇類,317.0,17.0,1.1,67.4,4.0
G0810103,乾白花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom: dry; Champignon: dry; Shiitake: dry,菇類,310.0,18.7,1.1,64.5,5.0
G0810104,乾鈕釦菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom: dry; Champignon: dry; Shiitake: dry,菇類,325.0,24.6,2.7,60.9,10.0
G1000101,姬松茸,"姬松菇,巴西蘑菇,柏氏蘑菇,小松菇",Agaricus blazei Murill,菇類,40.0,4.0,0.4,6.9,1.0
G1010101,乾姬松茸,"姬松菇,巴西蘑菇,柏氏蘑菇,小松菇",Agaricus blazei Murill: dry,菇類,294.0,34.0,2.7,46.7,23.0
G1100101,酒杯菇,"大杯傘,大杯菇,葉松茸,豬肚菇",,菇類,50.0,4.6,0.3,9.0,1.0
G1200101,秀珍菇,"平菇,小平菇,側耳平菇,蠔菇,袖珍(鮑魚)菇(側耳)",(Common) Oyster mushroom; Obalonus,菇類,28.0,3.3,0.1,4.6,1.0
G1200201,天喜菇,,,菇類,26.0,4.5,0.5,2.5,1.0
G1200301,白蠔菇,,White Oyster Mushroom,菇類,33.0,2.2,0.3,6.4,1.0
G1200401,玫瑰菇,"紅側耳,桃紅平菇,紅平菇,粉紅菇",,菇類,35.0,4.5,0.1,5.6,1.0
G1300101,杏香菇,"香微蘑,雪茸,帝王菇,平菇王",King Oyster Mushroom,菇類,26.0,2.7,0.1,4.6,2.0
G13002,杏鮑菇平均值,"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",King oyster mushroom; apricot mushroom; almond abalone mushroom,菇類,41.0,2.7,0.2,8.3,3.0
G1300201,杏鮑菇(大),"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",King oyster mushroom; apricot mushroom; almond abalone mushroom,菇類,37.0,2.4,0.1,7.5,3.0
